+-----------------------------------------------------------------------+
| Index | Dimensions |  QueryType |       v |           l |           r |
|  6654 |        100 |          2 |      -  |  0.22674562 |  0.30499926 |
|  6655 |        100 |          3 |      14 |  0.19243169 |  0.38503382 |
|  6656 |        100 |          0 |      -  |          -  |          -  |
|  6657 |        100 |          1 |       5 |          -  |          -  |
|  6658 |        100 |          2 |      -  |  0.29505986 |  0.62422186 |
|  6659 |        100 |          3 |       5 |  0.50289780 |  0.58423126 |
|  6660 |        100 |          0 |      -  |          -  |          -  |
|  6661 |        100 |          1 |       5 |          -  |          -  |
|  6662 |        100 |          2 |      -  |  0.25866345 |  0.37936625 |
|  6663 |        100 |          3 |       5 |  0.01044061 |  0.15402643 |
|  6664 |        100 |          0 |      -  |          -  |          -  |
|  6665 |        100 |          1 |       5 |          -  |          -  |
|  6666 |        100 |          2 |      -  |  0.20934764 |  0.60767603 |
|  6667 |        100 |          3 |      24 |  0.00404091 |  0.08005474 |
|  6668 |        100 |          0 |      -  |          -  |          -  |
|  6669 |        100 |          1 |       0 |          -  |          -  |
|  6670 |        100 |          2 |      -  |  0.18386683 |  0.68620795 |
|  6671 |        100 |          3 |       0 |  0.43473485 |  0.50888503 |
|  6672 |        100 |          0 |      -  |          -  |          -  |
|  6673 |        100 |          1 |       5 |          -  |          -  |
|  6674 |        100 |          2 |      -  |  0.37385702 |  0.61002171 |
|  6675 |        100 |          3 |       0 |  0.29244491 |  0.45878467 |
|  6676 |        100 |          0 |      -  |          -  |          -  |
|  6677 |        100 |          1 |       5 |          -  |          -  |
|  6678 |        100 |          2 |      -  |  0.14767413 |  0.73231685 |
|  6679 |        100 |          3 |      14 |  0.04558954 |  0.15342842 |
|  6680 |        100 |          0 |      -  |          -  |          -  |
|  6681 |        100 |          1 |       5 |          -  |          -  |
|  6682 |        100 |          2 |      -  |  0.06580719 |  0.48710832 |
|  6683 |        100 |          3 |       5 |  0.10814041 |  0.14359692 |
|  6684 |        100 |          0 |      -  |          -  |          -  |
|  6685 |        100 |          1 |      11 |          -  |          -  |
|  6686 |        100 |          2 |      -  |  0.52790362 |  0.88438994 |
|  6687 |        100 |          3 |      11 |  0.09639586 |  0.61472619 |
|  6688 |        100 |          0 |      -  |          -  |          -  |
|  6689 |        100 |          1 |       5 |          -  |          -  |
|  6690 |        100 |          2 |      -  |  0.04470209 |  0.82043326 |
|  6691 |        100 |          3 |       7 |  0.21953310 |  0.52422273 |
|  6692 |        100 |          0 |      -  |          -  |          -  |
|  6693 |        100 |          1 |       4 |          -  |          -  |
|  6694 |        100 |          2 |      -  |  0.20237917 |  0.41151705 |
|  6695 |        100 |          3 |      14 |  0.44197562 |  0.55496573 |
|  6696 |        100 |          0 |      -  |          -  |          -  |
|  6697 |        100 |          1 |       5 |          -  |          -  |
|  6698 |        100 |          2 |      -  |  0.39615715 |  0.69986153 |
|  6699 |        100 |          3 |       0 |  0.15738663 |  0.23343778 |
|  6700 |        100 |          0 |      -  |          -  |          -  |
|  6701 |        100 |          1 |       0 |          -  |          -  |
|  6702 |        100 |          2 |      -  |  0.45278835 |  0.48568135 |
|  6703 |        100 |          3 |      24 |  0.66063643 |  0.70685524 |
|  6704 |        100 |          0 |      -  |          -  |          -  |
|  6705 |        100 |          1 |       6 |          -  |          -  |
|  6706 |        100 |          2 |      -  |  0.05246019 |  0.12663257 |
|  6707 |        100 |          3 |      19 |  0.57464081 |  0.83606946 |
|  6708 |        100 |          0 |      -  |          -  |          -  |
|  6709 |        100 |          1 |       5 |          -  |          -  |
|  6710 |        100 |          2 |      -  |  0.64018679 |  0.89569277 |
|  6711 |        100 |          3 |       5 |  0.79467714 |  0.79635519 |
|  6712 |        100 |          0 |      -  |          -  |          -  |
|  6713 |        100 |          1 |       0 |          -  |          -  |
|  6714 |        100 |          2 |      -  |  0.66109324 |  0.85393035 |
|  6715 |        100 |          3 |       5 |  0.06339797 |  0.17517187 |
|  6716 |        100 |          0 |      -  |          -  |          -  |
|  6717 |        100 |          1 |       5 |          -  |          -  |
|  6718 |        100 |          2 |      -  |  0.00783373 |  0.37107873 |
|  6719 |        100 |          3 |       7 |  0.21554665 |  0.24075115 |
|  6720 |        100 |          0 |      -  |          -  |          -  |
|  6721 |        100 |          1 |      14 |          -  |          -  |
|  6722 |        100 |          2 |      -  |  0.50264871 |  0.61680764 |
|  6723 |        100 |          3 |       5 |  0.48183408 |  0.93496227 |
|  6724 |        100 |          0 |      -  |          -  |          -  |
|  6725 |        100 |          1 |       6 |          -  |          -  |
|  6726 |        100 |          2 |      -  |  0.53777444 |  0.64641005 |
|  6727 |        100 |          3 |       5 |  0.13014707 |  0.76399267 |
|  6728 |        100 |          0 |      -  |          -  |          -  |
|  6729 |        100 |          1 |      52 |          -  |          -  |
|  6730 |        100 |          2 |      -  |  0.59127945 |  0.88419628 |
|  6731 |        100 |          3 |       2 |  0.06030199 |  0.42783296 |
|  6732 |        100 |          0 |      -  |          -  |          -  |
|  6733 |        100 |          1 |       0 |          -  |          -  |
|  6734 |        100 |          2 |      -  |  0.24149841 |  0.86571318 |
|  6735 |        100 |          3 |      22 |  0.21255253 |  0.34896618 |
|  6736 |        100 |          0 |      -  |          -  |          -  |
|  6737 |        100 |          1 |       5 |          -  |          -  |
|  6738 |        100 |          2 |      -  |  0.79867065 |  0.94139826 |
|  6739 |        100 |          3 |      38 |  0.20226823 |  0.68367368 |
|  6740 |        100 |          0 |      -  |          -  |          -  |
|  6741 |        100 |          1 |       5 |          -  |          -  |
|  6742 |        100 |          2 |      -  |  0.32571003 |  0.32884029 |
|  6743 |        100 |          3 |       0 |  0.23740506 |  0.90882295 |
|  6744 |        100 |          0 |      -  |          -  |          -  |
|  6745 |        100 |          1 |       4 |          -  |          -  |
|  6746 |        100 |          2 |      -  |  0.34696943 |  0.72401822 |
|  6747 |        100 |          3 |       5 |  0.01438571 |  0.40418452 |
|  6748 |        100 |          0 |      -  |          -  |          -  |
|  6749 |        100 |          1 |       2 |          -  |          -  |
|  6750 |        100 |          2 |      -  |  0.19100976 |  0.98034102 |
|  6751 |        100 |          3 |       0 |  0.42127088 |  0.88974583 |
|  6752 |        100 |          0 |      -  |          -  |          -  |
|  6753 |        100 |          1 |       0 |          -  |          -  |
|  6754 |        100 |          2 |      -  |  0.45680103 |  0.74219877 |
|  6755 |        100 |          3 |       5 |  0.15900622 |  0.49074483 |
|  6756 |        100 |          0 |      -  |          -  |          -  |
|  6757 |        100 |          1 |       0 |          -  |          -  |
|  6758 |        100 |          2 |      -  |  0.31398061 |  0.74599969 |
|  6759 |        100 |          3 |       5 |  0.05216068 |  0.77348733 |
|  6760 |        100 |          0 |      -  |          -  |          -  |
|  6761 |        100 |          1 |       5 |          -  |          -  |
|  6762 |        100 |          2 |      -  |  0.34762794 |  0.56668806 |
|  6763 |        100 |          3 |      14 |  0.26353231 |  0.60313290 |
|  6764 |        100 |          0 |      -  |          -  |          -  |
|  6765 |        100 |          1 |       0 |          -  |          -  |
|  6766 |        100 |          2 |      -  |  0.79672229 |  0.94210017 |
|  6767 |        100 |          3 |       7 |  0.32527134 |  0.95147687 |
|  6768 |        100 |          0 |      -  |          -  |          -  |
|  6769 |        100 |          1 |      16 |          -  |          -  |
|  6770 |        100 |          2 |      -  |  0.26597077 |  0.87779456 |
|  6771 |        100 |          3 |       0 |  0.35181206 |  0.35678679 |
|  6772 |        100 |          0 |      -  |          -  |          -  |
|  6773 |        100 |          1 |       0 |          -  |          -  |
|  6774 |        100 |          2 |      -  |  0.22883011 |  0.72712028 |
|  6775 |        100 |          3 |       5 |  0.25496644 |  0.33491728 |
|  6776 |        100 |          0 |      -  |          -  |          -  |
|  6777 |        100 |          1 |      20 |          -  |          -  |
|  6778 |        100 |          2 |      -  |  0.12306464 |  0.38490272 |
|  6779 |        100 |          3 |       2 |  0.75613672 |  0.76416105 |
|  6780 |        100 |          0 |      -  |          -  |          -  |
|  6781 |        100 |          1 |       2 |          -  |          -  |
|  6782 |        100 |          2 |      -  |  0.13786583 |  0.81371486 |
|  6783 |        100 |          3 |       5 |  0.06983398 |  0.47428572 |
|  6784 |        100 |          0 |      -  |          -  |          -  |
|  6785 |        100 |          1 |       5 |          -  |          -  |
|  6786 |        100 |          2 |      -  |  0.32561624 |  0.81927854 |
|  6787 |        100 |          3 |       5 |  0.13772969 |  0.77699071 |
|  6788 |        100 |          0 |      -  |          -  |          -  |
|  6789 |        100 |          1 |       0 |          -  |          -  |
|  6790 |        100 |          2 |      -  |  0.42955640 |  0.74225932 |
|  6791 |        100 |          3 |       5 |  0.52501947 |  0.72737038 |
|  6792 |        100 |          0 |      -  |          -  |          -  |
|  6793 |        100 |          1 |       5 |          -  |          -  |
|  6794 |        100 |          2 |      -  |  0.02470429 |  0.08585238 |
|  6795 |        100 |          3 |       0 |  0.13340944 |  0.29344025 |
|  6796 |        100 |          0 |      -  |          -  |          -  |
|  6797 |        100 |          1 |       0 |          -  |          -  |
|  6798 |        100 |          2 |      -  |  0.68936849 |  0.87253040 |
|  6799 |        100 |          3 |       0 |  0.14447126 |  0.78831679 |
|  6800 |        100 |          0 |      -  |          -  |          -  |
|  6801 |        100 |          1 |       2 |          -  |          -  |
|  6802 |        100 |          2 |      -  |  0.02016722 |  0.71792209 |
|  6803 |        100 |          3 |       0 |  0.46141675 |  0.88341576 |
|  6804 |        100 |          0 |      -  |          -  |          -  |
|  6805 |        100 |          1 |       0 |          -  |          -  |
|  6806 |        100 |          2 |      -  |  0.58178574 |  0.89228922 |
|  6807 |        100 |          3 |       5 |  0.22932224 |  0.28133467 |
|  6808 |        100 |          0 |      -  |          -  |          -  |
|  6809 |        100 |          1 |      11 |          -  |          -  |
|  6810 |        100 |          2 |      -  |  0.06890821 |  0.35570168 |
|  6811 |        100 |          3 |       5 |  0.05105238 |  0.48547864 |
|  6812 |        100 |          0 |      -  |          -  |          -  |
